word,start,end,sentence,true_label
MƏSƏLƏ,31,39,formalaşmasına şərait yaradır. Məsələnin tərtibi və həlli yollarının düzgün öyrədilməsi uşaqların məsələ həlli üzərində müstəqil işləmək bacarığının inkişafına geniş imkanlar açır. Bu da onların gələcəkdə məsələ tərtibi və,0
MƏSƏLƏ,109,114,"siçan, Birini yerə saldı. Neçəsi orda qaldı? (10-4-1=5) Məlumdur ki, məktəbə yenicə gəlmiş uşaqlar heç vaxt ""məsələ, məsələ həlli , məsələnin şərti"" kimi söz və ifadələr eşitməmişlər. Bu ifadələr şagirdlərin nitqinə yaddır, ona görə də müəllim",0
MƏSƏLƏ,107,112,"məlumatları çox həvəslə mənimsəməyə başlayırlar. Sonrakı dövrlərdə bəzi cansıxıcı nəzəri məlumatlar, çətin məsələ həlli bəzi şagirdlərdə bu həvəsi azaldır. Bu problemin həllində təqdim etdiyimiz vəsaitdən istifadənin rolu çox böyükdür",0
MƏSƏLƏ,119,124,"maraqlıdır, amma dərs kimi onu heç cür qələmə vermək olmaz. Mənim fikrimcə, dərsdə ancaq nağıl ola bilməz. Mövzuya aid məsələ həlli , tədqiqat və nəticə olmalıdır. Amma yenə də təqdim etdiyiniz resursa görə təşəkkür edirəm. Hörmətlə, Nigar",0
MƏSƏLƏ,114,119,"müəyyən fikrini bildiriləcəyini deyib. («OLAYLAR»İA) Kimya çətin fəndir, uşaqlara sevdirmək həmişə mümkün olmur. Məsələ həlli isə lap çətindir. Sizin işiniz uşaqlara kimyanı asan öyrənməyə kömək edəcək. Məsələ tiplərini də yaxşı seçmisiniz.",0
MƏSƏLƏ,88,93,"Texnologiyanın və yeni pedaqoji texnologiyanın tətbiqi ilə VII sinifdə ""Tənlik qurmaqla məsələ həlli "" mövzusunda tədris etdiyim riyaziyyat dərsi Tənlik qurmaqla məsələ həlli. Konstruktiv təlim texnologiyasının",0
MƏSƏLƏ,41,46,"tətbiqi ilə VII sinifdə ""Tənlik qurmaqla məsələ həlli"" mövzusunda tədris etdiyim riyaziyyat dərsi Tənlik qurmaqla məsələ həlli . Konstruktiv təlim texnologiyasının tətbiqi ilə qurduğum bu dərs öz ... Ətraflı... Ilk olaraq bu müsabiqəninin",0
MƏSƏLƏ,106,111,"təqdim etdiyim http://nuraz7.kitabxana.net/ bloqumda var. Burada isə təqdimatda verilib. ""Tənlik qurmaqla məsələ həlli "" movzusu tənlikdən başlayıb fizika tipli məsələlərin həlli ilə yekunlaşıb. Sumqayıt şəhər Dezinfeksiya",0
MƏSƏLƏ,88,93,"Texnologiyanın və yeni pedaqoji texnologiyanın tətbiqi ilə VII sinifdə ""Tənlik qurmaqla məsələ həlli "" mövzusunda tədris etdiyim riyaziyyat dərsi Tənlik qurmaqla məsələ həlli. Konstruktiv təlim texnologiyasının",0
MƏSƏLƏ,112,117,"həm riyazi, həm də məntiqi cəhətdən baxılıb. Qalıqlı bölmə və yuvarlaqlaşdırma sinfə uyğundur. Tənlik qurma ilə məsələ həlli mövzusunda ağır məsələlər var. Dərsliyin bir bölməsində bütün həndəsə kursu konspetləşdirilib. Söz ehtiyat",0
MƏSƏLƏ,2,8,". Məsələn: - hidrogen və onun birləşmələrinə dair sxemin araşdırılması; - sxem üzrə sorğu; - praktik iş, çalışma və məsələ həlli . Hidrogenlə bağlı lazım olan bütün nəzəri, praktik iş, çalışma və məsələləri aşağıdakı plan əsasında izah etmək",0
MƏSƏLƏ,128,136,"oblastın uzununa ölçüsündən böyük olduqda rezonans hadisəsinin aşkar edilməsidir. Bu halda uyğun hiperbolik tənlik üçün qarışıq məsələnin həllinin, tənliyin sağ tərəfinin zamandan asılılığı periodik olduqda tezliyin müəyyən",0
MƏSƏLƏ,136,143,"stratifisə olunmuş mayelərin hərəkətinin tədqiqində daxili qravitasiya dalğa tənliyi meydana çıxır. Bu tənlik üçün birölçülü halda Koşi məsələsi, ikiölçülü zolaqda isə qarışıq məsələ A.Q. Sveşnikov və S.A. Qabov tərəfindən",0
MƏSƏLƏ,124,133,"vaxt barmaqarası yanaşılır. Aşağı sinifdə riyaziyyatdan səthi biliyə yiyələnən şagirdin isə yuxarı sinfə keçdikdə tənlik və məsələləri həll etməyə gücü çatmır, daha dəqiq desək, savadı yetmir, bünövrəsi zəif olan şagirdin getdikcə",0
MƏSƏLƏ,67,76,"Müəllimin tapşırığı o idi ki, inteqral, əsasən də törəmə ilə bağlı məsələlərə daha diqqətli yanaşmaq lazımdır.",0
MƏSƏLƏ,3,8,Bu məsələ onun fikrincə həll edilməyə hələ çox uzaq idi.,0
MƏSƏLƏ,16,23,Məktəbdə riyazi məsələlə və məntiq üzrə olimpiada çempionlarından hamısı xaricdə oxumaq istəyən şagirdləri idi.,0
MƏSƏLƏ,12,23,Bəzi fizika məsələlərini həll etmək üçün strateji planlar yaratmaq lazımdır.,0
MƏSƏLƏ,33,38,Şahmatda irəliləməyin yolu çoxlu məsələ kitabı həll etməkdən keçir.,0
MƏSƏLƏ,3,10,Bu məsələyə fərqli perspektivlərdən baxmaq lazımdır.,0
MƏSƏLƏ,44,54,Universitetə qəbul imtahanında düşəcək olan məsələlərin həlli çoxlu praktikaya əsaslanır.,0
MƏSƏLƏ,3,8,"Bu məsələ həll ediləndə, rahatlıq duyuruq.",0
MƏSƏLƏ,86,95,Hələ ibtidia sinifdə oxumağına baxmayaraq onun fitri istedadə ona yuxarı sinif riyazi məsələləri tez bir zamanda həll etməyə imkan verirdi.,0
MƏSƏLƏ,4,12,Hər məsələnin həlli üçün ən optimal və qısa yolu tapmaq lazımdır.,0
MADDƏ,5,12,"5-ci maddənin 3-cü bəndinə, 6-cı maddənin 2-ci bəndinə, 6-cı maddənin 1-ci bəndinə Maddə 5 və ya 7-ci maddəyə uyğun olaraq bildiriş göndərmiş hər hansı dövlət Birləşmiş Millət 1",1
MADDƏ,147,151,"Bu göstəriciləri yüksəldən min səthində amorf fazalarının balaca əgər katalizatoru nazik qatla katalizdə lərini yaxınlaşdırırsa və reaksiyanın sür maddə -promotorlar, adətən, çətinəriyən, sahələri bir neçə atomlardan ibarət aktiv olmayan digər maddə üzərinə daxil ətini artırırsa, onda nə baş verir?",0
MADDƏ,24,32,"Eyni  zamanda, narkotik maddələri qanunsuz olaraq əldə etmə,  hazırlama, saxlama, daşıma, satma və ya tərkibində narkotik  maddə olub becərilməsi qadağan edilmiş bitkiləri əkibbecərmə və, hətta onların istehlakına təhriketmə N",0
MADDƏ,74,78,öhdəlik sağlamlığa vurulan zərərin əvəzinin ödənilməsini nəzərdə tutursa; Maddə 9,1
MADDƏ,44,48,"az miqdar nümunə götürüb, bu nümunədə ilkin maddə Vant-Hoff qaydasının ödənildiyi halda lərin və ya reaksiya məhsullarının qatılığını təyin etmək aktivləşmə enerjisinin temperaturdan y temperatur əmsalıdır, temperaturu lazımdır",0
MADDƏ,80,84,Təxribat saat mexanizmi üzərində qurulmuş güclü dağıdıcı  gücə malik partladıcı maddə vasitəsi ilə həyata keçirilir;  5,0
MADDƏ,147,151,"azərbaycan respublikası prezidentinin 2005-ci il 1 mart tarixli 203 nömrəli fərmanı (azərbaycan respublikasının qanunvericilik toplusu, 2005, № 3, maddə 161, № 12, maddə 1102; 2007, № 10, maddə 947; 2008, № 11, maddə 970; 2009, № 12, maddə 983; 2010, № 2, maddə 83; 2011, № 2, maddə 85; 2012, № 4, maddə 291, № 6, maddə 531, № 9, maddə 854; 2016, № 11, maddə 1805; 2017, № 7, maddə 1355, № 12 (i kitab), maddə 2312) ilə təsdiq edilmiş “azərbaycan respublikasının təhsil nazirliyi haqqında əsasnamə”də aşağıdakı dəyişikliklər edilsin:1",1
MADDƏ,32,36,Keçmiş hərbi təyyarəçi narkotik maddə daşımaqla məşğuldur,0
MADDƏ,168,172,Bunun nəticəsində müəyyən inten Buradan Yer səthinə çıxan yüksək temperaI 5%-i Sakit okeanın sahillərində sivliyə malik olan zəlzələnin hansı tezlikdə baş turlu ərimiş maddə maqma (yun,0
MADDƏ,87,91,"Bu Saziş beş il müddətinə bağlanılır və Tərəflərdən biri digər Tərəfə müvafiq müddətin Maddə 3 bitməsinə ən azı altı ay qalmış, onun qüvvəsini ləğv etmək niyyətini yazılı şəkildə bil dirməzsə, Saziş avtomatik olaraq növbəti beş il müddətinə uzadılacaqdır",1
MADDƏ,172,176,"Çəki analizi, qravimetrik analiz anatomik quruluşlarına, bioloji xüsusiyyət 0 sm olub çox da dərin olmayan qrunt Məhlulun tərkibi makro və mikroelemiqdari kimyəvi analizdə maddə kütləsinin lərinə, biokimyəvi tərkiblərinə və s",0
MADDƏ,361,365,"“azərbaycan respublikasının səfərbərlik və hərbi xidmətə çağırış üzrə dövlət xidmətinin tabeliyində “hərbi vətənpərvərlik və mütəxəssis hazırlığı mərkəzi” məhdud məsuliyyətli cəmiyyətinin yaradılması haqqında” azərbaycan respublikası prezidentinin 2012-ci il 13 iyul tarixli 681 nömrəli fərmanının (azərbaycan respublikasının qanunvericilik toplusu, 2012, № 7, maddə 690; 2019, № 5, maddə 817) 5",1
MADDƏ,595,599,"Heyvanlar aləminin mühafizəsi və istifadəsi sahəsində bələdiyyələrin iştirakı Heyvanlar aləminin mühafizəsi və istifadəsi sahəsində bələdiyyələrin səlahiy Heyvanlar aləmi haqqında yətləri aşağıdakılardır: Azərbaycan Respublikasının Qanunu yerli büdcələrin tərkibində heyvanlar aləminin mühafizəsi və istifadəsi sahə sində xərcləri müəyyənləşdirmək və təsdiq etmək; (4 iyun 9-cu il, № 5-IQ) bələdiyyə mülkiyyətinə aid edilmiş heyvanlar aləmi obyektlərinin mühafizəsi və is tifadəsi üzrə normativ hüquqi aktlar qəbul etmək; qanunvericiliklə müəyyən edilmiş qaydada bələdiyyə mülkiyyətində zoopark Maddə 5",1
MADDƏ,31,35,"Öz-özünə oksidləşdiyi üçün (bu maddə ilə suyun codluğunu aradan 0, “misi gümüşə çevirirdi”",0
MADDƏ,115,119,Hazırda damar endotelindən əvvəllər elmə məlum olmayan yüksək damargenəldici aktivliyə malik daha bir bioloji fəal maddə alınmışdır,0
MADDƏ,5,9,5-ci maddə əksəriyyət rəy ilə qəbul olunur,1
MADDƏ,97,101,"Tunc dövründən gəlmə ənənəvi bəzək üsullarına misal olaraq, cilalanmış qara rəngli naxışları, az maddə ilə həkk edilmiş ornamentləri göstərmək olar",0
MADDƏ,899,903,"“Ətraf mühitin mühafizəsi haqqında” Azərbaycan Respublikasının Qanununda ekoloji  nəzarəti həyata keçirən dövlət orqanlarının səlahiyyətlərini aşağıdakı kimi qruplaşdırmaq olar: ■ Hər hansı bir obyektdə ekoloji cəhətdən qanun pozuntularını aşkar etdikdə  onun aradan qaldırılmasını tələb etmək və müəyyən edilmiş müddət ərzində  təbiətqoruyucu tədbirləri həyata keçirmək; ■ Təbiətdən istifadəyə icazə vermək, normativ və limitlər qoymaq, dövlət ekoloji  ekspertizasını həyata keçirmək; ■ Ekoloji cəhətdən ziyanlı obyektlərin fəaliyyətinin məhdudlaşdırılması, dayandırılması və xitam verilməsi barədə qərar qəbul etmək; ■ Ekoloji qanunvericiliyin pozulmasına görə müəyyən olunmuş miqdarda inzibati  cərimələr qoymaq, təbii obyektlərə dəymiş ziyana görə ödəmələr barədə iddia qaldırmaq və günahkarların cinayət məsuliyyətinə cəlb olunması üçün materialları  müvafiq inzibati orqanlara göndərmək (1-ci maddə)",1
MADDƏ,70,74,"yucin dünyaya gələndə ağrıları azalsın deyə,həkimlər anasına narkotik maddə vurular",0
MADDƏ,94,98,8 N XARİCİ SİYASƏTİ / Sənədlər macmuəsi 4 Azərbaycan Respublikası Xarici İşlər Nazirliyi Maddə 1 7,1
MADDƏ,106,110,"hər hansı digər yer; g) yataq, neft və ya qaz quyusu, karxana və ya təbii ehtiyatların hasil olunduğu hər Maddə 4 hansı digər yer; Rezident h) otlaqlar, kənd və meşə təsərrüfatı torpaqları",1
MADDƏ,151,155,"azərbaycan respublikası prezidentinin 2018-ci il 12 yanvar tarixli 1785 nömrəli fərmanı (azərbaycan respublikasının qanunvericilik toplusu, 2018, № 1, maddə 41; 2019, № 1, maddə 95, № 6, maddə 1027; azərbaycan respublikası prezidentinin 2019-cu il 14 noyabr tarixli 854 nömrəli fərmanı) ilə təsdiq edilmiş “azərbaycan respublikasının nəqliyyat, rabitə və yüksək texnologiyalar nazirliyi haqqında əsasnamə”yə aşağıdakı məzmunda 3",1
MADDƏ,177,181,Nəzərdə tutulan görüş barədə müraciət qəbul edən Tərəfin dövlətində qəbul edilmiş 9 n Respublikası Xarici işlər Nazirliyi AZƏRBAYCANIN XARİCİ SİYASƏTİ / Sənədlər məcmuəsi 4 Maddə 4 П,1
MADDƏ,83,87,persləşdirmə qabiliyyəti onların yuyuculuq qabiliyyəti ilə Parçadan havanın yuyucu maddə məhlulu və ya su vasitə üst-üstə düşür,0
MADDƏ,7,11,"№8-IIQ Maddə 7 Sazişin müddəti Bu Saziş 6-cı il dekabr ayının 1-dək qüvvədədir və bu müddətdən sonra əgər hər iki Tərəfdən Sazişin bitməsi haqqında qabaqcadan yazılı məlumat verilməzsə və ya İN7 n Respublikası Xarici İşlər Nazirliyi AZƏRBAYCANIN XARİCİ SİYASƏTİ I Sənədlər məcmuəsi 5 Maddə 3 Azərbaycan Respublikası Hökuməti və Belarus Respublikası Hökuməti arasında hərbi və hərbi-texniki sahədə əməkdaşlıq haqqmda Saziş Tərəflər arasında əməkdaşlıq aşağıdakı formalarda həyata keçirilir: Tərəflərin dövlətlərinin səlahiyyətli orqanlarının rəhbərlərinin rəsmi səfərləri, Tə Bundan sonra “Tərəflər” adlandırılan Azərbaycan Respublikası Hökuməti və Belarus rəflərin dövlətlərinin səlahiyyətli orqanlarının nümayəndələrinin işçi görüşləri və Respublikası Hökuməti, məsləhətləşmələri; Tərəflərin dövlətləri arasında hüquq bərabərliyi və dostluq münasibətlərinin inkişaf et regionlardakı hərbi-siyasi vəziyyət haqqında qarşılıqlı məlumatlandırma; dirilməsi prinsiplərini rəhbər tutaraq, hərbi-elmi, hərbi-texniki və hərbi-hüquqi məlumatların mübadiləsi, o cümlədən xalqlar arasında sülhə və təhlükəsizliyə nail olunmasına və qorunmasına səy göstərə konfransların, seminarların və müsabiqələrin keçirilməsi yolu ilə; rək, hərbi-elmi tədqiqatlar, o cümlədən ən yeni hərbi texnologiyaların yaradılması üzrə; beynəlxalq hüququn normalarına, Tərəflərin dövlətlərinin milli qanunvericiliyinə əsas silahların və hərbi texnikanın birgə işlənib hazırlanması, istehsalı və qarşılıqlı təc lanaraq və Tərəflərin dövlətlərinin beynəlxalq öhdəliklərini nəzərə alaraq, hizatı; aşağıdakılar barədə razılığa gəldilər: hərbi qulluqçuların təhsili, hərbi-elmi və elmi-pedaqoji kadrların hazırlanması; Maddə 1 əməliyyat və döyüş hazırlığı üzrə tədbirlərdə ikitərəfli və çoxtərəfli səviyyələrdə Tərəflər arasında hərbi və hərbi-texniki sahədə əməkdaşlıq Azərbaycan Respublikası iştirak; nın və Belarus Respublikasının müdafiə potensiallarının möhkəmləndirilməsi məqsədi hərbi əməkdaşlıq çərçivəsində mədəni və idman tədbirlərinin keçirilməsi; lə həyata keçirilir və suverenlik, hüquq bərabərliyi və qarşılıqlı fayda prinsiplərinə hərbi qulluqçuların və onların ailə üzvlərinin Tərəflərin dövlətlərinin silahlı qüvvə əsaslanır",1
MADDƏ,650,654,"7 mart 6-cı ildə imzalanmış Azərbaycan Respublikası və Rumıniya arasında dostluq İlham ƏLİYEV münasibətləri və əməkdaşlıq haqqında Müqavilənin müddəalarını rəhbər tutaraq, Azərbaycan Respublikasının Prezidenti Azərbaycan Respublikası və Rumıniyanın milli təhlükəsizliyinə xələl gətirə bilən təh Bakı şəhəri, 4 fevral 5-ci il didlərin aşkarlanması, qabaqlanması və qarşısının alınması məqsədilə qarşılıqlı səmərə li əməkdaşlığı inkişaf etdirmək əzmini təsdiqləyərək, №6 0 n Respublikası Xarici İşlər Nazirliyi AZƏRBAYCANIN XARİCİ SİYASƏTİ / Sənədlər məcmuəsi 5 dövlətlərinin qanunvericiliklərinə müvafiq qaydada öz vəzifələrini yerinə yetirmək Maddə 5 məqsədilə, (1) Tərəflər əməkdaşlıq predmetini təşkil edən fəaliyyətlə bağlı məxfilik qaydalarına beynəlxalq normalara, Azərbaycan Respublikası və Rumıniyada qüvvədə olan qanun ciddi riayət etməyi öhdələrinə götürürlər",1
MADDƏ,47,55,Lent az xəbər verir ki mütəxəssislər sözügedən maddələrə bəzi balıqların quşların və bitkilərin toxumalarında daha çox rast gəlindiyini bildirir Astaksantin ilk dəfə alimlər tərəfindən  cı ildə iri dəniz xərçəngləri olan omarlardan alınıb Bu maddə dərinin epiteli qatının qabıqdan çıxması prosesində iştirak edir hüceyrələrin yeniləşməsini stimullaşdırır insan orqanizmini xarici və daxili toksik təsirlərdən müdafiə edir Bu kəşfin müəllifi Yeni Cənubi Uels Universitetinin əməkdaşı Renak Karappasvamidir Onun sözlərinə görə bu xırda dəniz xərçənglərinin bişirilmə zamanı qızarmasına səbəb olan həmin piqment öz xassələrinə görə meyvə və tərəvəzlərdə aşkar edilmiş ən güclü antioksidantlardan  dəfə E vitaminindən isə  dəfə təsirli antioksidantdır Ümumiyyətlə bəzi qida maddələri A C və E vitaminləri selen və sink də antioksidantlardır Avstraliya alimləri kiçik dəniz heyvanları olan krevetlərin başlarından antioksidant maddə olan astaksantin piqmenti almağa müyəssər olublar Elə maddələr mövcuddur ki müxtəlif antioksidantlar onlardan uzun müddət istifadə zamanı ürək damar sistemi möhkəmlənir ürəyin işemik xəstəliyinin miokard infarktının hipertoniya xəstəliyinin və insultun yaranma riski azalır  O insan hüceyrələrini qocalmadan müdafiə edir,0
MADDƏ,23,27,"ki, bu da bir neçə boz maddə nüvəsinin birləşməsindən törəyir",0
MADDƏ,181,185,"1939-1940-cı illərin tədqiqatları göstərmişdir ki, bəzi bakteriyalar və mayaların ekstraktlarının tərkibində sulfanilamid preparatların bakteriostatik təsirinə antaqonistik təsirli maddə vardır Müəyyən edilmişdir ki, bu maya ekstraktın aktiv başlangıcı öz kimyəvi quruluşuna görə turşusundan ibarətdir",0
MADDƏ,0,4,Maddə 2 Maddə 7 Azərbaycan Respublikasının diplomatik nümayəndəliklərində qulluq edən Sığorta ödənişləri şəxslərin icbari sığortası haqqında qanunvericilik 8,1
MADDƏ,26,30,"və onun törəmələri ətirli maddə kimi lərin, turşu və qələvilərin təsirinə az da natlarının durulaşdırılmış asetat turşu hitin temp-rundan və pH-ından, həlledişılıqlı təsirində A",0
MADDƏ,58,62,ləbatı ödəyən bu və ya digər valyuta qazancının mərkəzləş Maddə 1,1
MADDƏ,0,4,"Maddə 8 İstər dövlət torpaqları olan kəndlərdə və istərsə də, Azərbaycan xalqının düşmənlərinə aid olan kəndlərdə hər bir kəndlinin torpaq payı ailə üzvlərinin sayı nəzərə alınmaqla 5 hektardan çox və 2 hektardan az olmayacaqdır",1
MADDƏ,306,310,"“nizamnamə kapitalında dövlətə məxsus səhmlər olan bankların və bank olmayan kredit təşkilatlarının idarə edilməsində dövlətin iştirakı qaydası haqqında” azərbaycan respublikası prezidentinin 2009-cu il 7 avqust tarixli 144 nömrəli fərmanının (azərbaycan respublikasının qanunvericilik toplusu, 2009, № 8, maddə 620; 2016, № 2, maddə 269) 1",1
MADDƏ,1501,1508,Yol hərəkəti qaydaları əleyhinə olan inzibati xətaların aşkarlanmasında istifadə olunan foto və ya video qeydiyyat funksiyalarına malik xüsusi texniki vasitələr müvafiq icra hakimiyyəti orqanının mərkəzi informasiya sisteminə inteqrasiya olunmalıdır   mərkəzi icra hakimiyyəti orqanlarının normativ hüquqi aktlarının həmin qanuna uyğunlaşdırılmasını nəzarətdə saxlasın və bunun icrası barədə beş ay müddətində Azərbaycan Respublikasının Prezidentinə məlumat versin  Azərbaycan Respublikasının Nazirlər Kabineti Ölkə başçısının digər fərmanı ilə qanunun tətbiqini təmin etmək məqsədi ilə dövlət qrumlarına müvafiq tapşırıqlar verilib Prezident  Əliyev Milli Məclisin Yol hərəkəti haqqında Qanunda etdiyi dəyişiklikləri təsdiq edib Lent az ın məlumatına görə qanunda aşağıdakı dəyişikliklər edilib   Azərbaycan Respublikası qanunlarının və Azərbaycan Respublikası Prezidentinin aktlarının Yol hərəkəti haqqında Azərbaycan Respublikasının Qanununda dəyişikliklər edilməsi barədə Azərbaycan Respublikasının Qanununa uyğunlaşdırılması ilə bağlı təkliflərini üç ay müddətində hazırlayıb Azərbaycan Respublikasının Prezidentinə təqdim etsin  Azərbaycan Respublikasının Ədliyyə Nazirliyi mərkəzi icra hakimiyyəti orqanlarının normativ hüquqi aktlarının və normativ xarakterli aktların Yol hərəkəti haqqında Azərbaycan Respublikasının Qanununda dəyişikliklər edilməsi barədə Azərbaycan Respublikasının Qanununa uyğunlaşdırılmasını təmin edib Azərbaycan Respublikasının Nazirlər Kabinetinə məlumat versin    ci maddənin II hissəsində texniki nəzarət etmə vasitələrindən sözləri xüsusi texniki vasitələrdən sözləri ilə X hissəsinin ikinci cümləsində isə  rəqəmi  rəqəmi ilə əvəz edilsin    həmin qanundan irəli gələn digər məsələləri həll etsin   Azərbaycan Respublikası Nazirlər Kabinetinin normativ hüquqi aktlarının həmin qanuna uyğunlaşdırılmasını üç ay müddətində təmin edib Azərbaycan Respublikasının Prezidentinə məlumat versin  Müəyyən edilsin ki Yol hərəkəti haqqında Azərbaycan Respublikası Qanununun  cü maddəsinin II hissəsinin ikinci cümləsində müvafiq icra hakimiyyəti orqanının mərkəzi informasiya sistemi dedikdə Azərbaycan Respublikası Daxili  Nazirliyinin Baş Dövlət Yol Polisi  mərkəzi informasiya sistemi nəzərdə tutulur  həmin qanunun  cü maddəsinin II hissəsinin ikinci cümləsində müvafiq icra hakimiyyəti orqanının mərkəzi informasiya sistemi dedikdə Azərbaycan Respublikası Daxili  Nazirliyinin Baş Dövlət Yol Polisi  mərkəzi informasiya sistemi nəzərdə tutulur  Yol hərəkəti haqqında Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə Azərbaycan Respublikası Prezidentinin  ci il  noyabr tarixli  nömrəli Fərmanının Azərbaycan Respublikasının Qanunvericilik Toplusu   maddə    maddə    maddələr     maddə   maddə    maddə    maddə    maddə   maddə    maddə    maddə    maddə   maddə    maddə   ci hissəsinin beşinci on dördüncü abzasları müvafiq olaraq altıncı on beşinci abzaslar hesab edilsin və aşağıdakı məzmunda beşinci abzas əlavə edilsin   cü maddənin   ci bəndində mərkəzi məlumat sözləri mərkəzi informasiya sözləri ilə əvəz edilsin   cü maddənin II hissəsində texniki nəzarətetmə vasitələrinin sözləri xüsusi texniki vasitələrin sözləri ilə əvəz edilsin və bu hissəyə aşağıdakı məzmunda ikinci cümlə əlavə edilsin,1
MADDƏ,28,32,MMQ3 cihazında qabda 1 işci maddə protonu olan maye (kerosin) istifadə olunur,0
MADDƏ,269,278,Azərbaycan Respublikasının Xalq yazıçısı fəxri adını ləkələmiş bir şəxs kimi Əkrəm Əylislinin bu addan məhrum edilməsi barədə dövlət strukturlarının ictimai qurumların və vətəndaşların çoxsaylı müraciətlərini nəzərə alaraq Azərbaycan Respublikası Konstitusiyasının  cu maddəsinin  ci bəndini rəhbər tutaraq və Azərbaycan Respublikası Prezidentinin  cu il  may tarixli  nömrəli Fərmanı ilə təsdiq edilmiş Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə nin  ci bəndinin b yarımbəndinə uyğun olaraq qərara alıram   Xalq yazıçısı fəxri adının verilməsi haqqında Azərbaycan Respublikası Prezidentinin  ci il  may tarixli  nömrəli Fərmanının Azərbaycan Respublikasının Qanunvericilik Toplusu   maddə  Naibov Əkrəm Nəcəf oğluna hissəsi ləğv edilsin  Nuridə Allahyarova vəzifəsindən istefa verdi Sərəncamda deyilir Böhtan dolu əsəri ilə Azərbaycan tarixini məqsədyönlü şəkildə təhrif edən Əkrəm Əylislinin Əkrəm Nəcəf oğlu Naibovun Azərbaycan Respublikası Prezidentinin fərdi təqaüdündən məhrum edilməsi barədə ictimaiyyətin o cümlədən Ermənistan Azərbaycan Dağlıq Qarabağ münaqişəsi nəticəsində qaçqın və məcburi köçkünə çevrilmiş soydaşlarımızın çoxsaylı müraciətlərini nəzərə alaraq Azərbaycan Respublikası Konstitusiyasının  cu maddəsinin  ci bəndini rəhbər tutaraq qərara alıram  Azərbaycan Respublikası Prezidentinin fərdi təqaüdlərinin verilməsi haqqında Azərbaycan Respublikası Prezidentinin  ci il  iyun tarixli  nömrəli Sərəncamının Azərbaycan Respublikasının Qanunvericilik Toplusu   maddə   ci hissəsinin Naibov Əkrəm Nəcəf oğlu bəndi ləğv edilsin  Atam anam qardaşım mən və Stalin tamaşası nümayiş olundu Əhməd haradadır filminin Ceyran ı  yaşında  Prezident  Əliyev Ə Əylislinin Azərbaycan Respublikası Prezidentinin fərdi təqaüdündən məhrum edilməsi barədə də sərəncam imzalayıb Prezident  Əliyev Əkrəm Əylislinin Azərbaycan Respublikasının Xalq yazıçısı fəxri adından məhrum edilməsi barədə sərəncam imzalayıb   Əkrəm Əylisli Əkrəm Nəcəf oğlu Naibov Azərbaycan Respublikasının Xalq yazıçısı fəxri adından məhrum edilsin  Kulis az ın AzərTAC a istinadən verdiyi məlumata görə sərəncamda deyilir Azərbaycan Respublikasının müstəqillik illərində dövlət mükafatlarına layiq görülmüş Əkrəm Əylisli Əkrəm Nəcəf oğlu Naibov xalqın ona göstərdiyi yüksək etimaddan sui istifadə edərək son əsərində Azərbaycanın tarixi ilə bağlı gerçəklikləri Azərbaycan yazıçısı adına yaraşmayan şəkildə təhrif etmişdir Azərbaycan xalqının antihumanist obrazını formalaşdırmağa cəhd göstərən onu ümumbəşəri dəyərlər sisteminə zidd əməllərdə əsassız günahlandıran müəllifin xalqımızın ruhuna yad tərzdə yazdığı bu əsərdə Ermənistan Azərbaycan Dağlıq Qarabağ münaqişəsinin mahiyyəti saxtalaşdırılaraq uzaq və yaxın tarixi keçmişimizə qara yaxılmış münaqişə nəticəsində doğma yurdlarından didərgin düşən bir milyondan çox soydaşımızın mənliyi təhqir edilmişdir,1
MADDƏ,30,34,Nisbi molekulyar atom kütləsi maddə molekulunun və ya atomunun kütləsinin karbon kütləsinin 1mol-dur,0
MADDƏ,138,142,"İstehsalçı elə şəxsdir ki, o, audiovizual əsərin yaratmaq məsuliyyətini və tə müəlliflik hüququnun Müəlliflik hüququ barədə qanunun 3-cü maddə şəbbüsünü öz üzərinə götürür",1
MADDƏ,11,15,Bu mineral maddə insan bədənində sümüklərin bərkiməsinə və normal inkişafına kömək edir,0
